Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %
0.0000,86.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.00,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,0.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,0.00
0.0000,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.70,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,35.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,12.00
0.4340,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7237.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.02,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,34.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,9.00
0.8970,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.58,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,12.00
1.3260,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,79.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,827.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.24,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,13.00
1.7430,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7238.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,35.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,14.00
2.1710,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.53,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,36.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,15.00
2.6220,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7239.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,34.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,11.00
3.0670,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,832.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,0.00,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,35.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,14.00
3.4970,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,829.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7240.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,1.20,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,16.00
3.9450,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,831.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.61,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.3910,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,80.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,828.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.10,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.00,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.00,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.00,0.00,36.00,15.00
4.8380,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.00,0.00,36.00,15.00
5.3020,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.00,0.00,36.00,15.00
5.3020,86.00,166.00,79.00,0.00,12.63,0.00,830.00,0.01,0.00,31.77,7241.00,122880.00,0.00,0.00,36.00,15.00
