Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %
76.3930,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,10.00,7.00
76.3930,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,10.00,7.00
76.3930,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,10.00,7.00
76.3930,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,10.00,7.00
76.3930,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,10.00,7.00
76.3930,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,7.00
76.3930,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,148.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.07,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,894.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,9.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,6.00
76.8900,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.06,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,853.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7313.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,0.00,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,14.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,19.00
77.3530,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.05,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,848.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,7.38,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,31.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,24.00
77.7830,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,846.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7314.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,5.91,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,35.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,18.00
78.2140,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.04,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,842.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,1.23,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,30.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,-1.00
78.6590,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,844.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7315.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.00,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,28.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,19.00
79.1920,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,147.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,837.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,0.55,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,31.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,15.00
79.6550,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.03,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,831.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7316.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,3.27,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,34.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,19.00
80.1020,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,829.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.02,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,36.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,16.00
80.5360,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,828.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7317.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,2.04,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,37.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,18.00
80.9800,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,887.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,29.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,1.00
81.4300,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8580,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8580,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.02,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,958.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,1072.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,1072.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,1072.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,1072.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
81.8590,86.00,146.00,80.00,0.03,12.62,0.00,1072.00,0.01,0.00,31.77,7318.00,122880.00,0.00,0.00,18.00,6.00
