Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature  C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Total amount of fuel ul
0.0000,74.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,0.00,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,0.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,0.00,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,0.00,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,0.00
0.0000,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.96,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,36.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.96,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
0.6300,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12595.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,13.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.95,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
1.2940,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12596.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,35.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,14.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.94,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.0070,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.01,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,11.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
2.7350,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,828.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12597.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,12.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
3.3440,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
3.3450,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
3.3450,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
3.3450,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12598.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.00,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,36.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,10.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.0590,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.6890,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.6890,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.6890,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
4.6890,74.00,120.00,64.00,0.02,13.02,0.00,830.00,0.01,0.00,31.77,12599.00,122880.00,0.75,0.00,37.00,11.00,51.99,23.00,170.28,3.95,170.28
