Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature  C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Gear,Current recalculated internal engine torque Nm
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,37.00,15.00,45.99,25.00,179.64,3.94,36.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,15.00,45.99,25.00,179.64,3.94,36.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.64,3.94,36.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.64,3.94,36.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.64,3.94,36.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.94,36.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,36.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,36.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,40.18
25.8230,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,178.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.00,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,960.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,-1.94,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,27310.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2996.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,5.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,18.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,18.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,20.26
26.6850,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,834.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.16,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,28767.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2997.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,0.00,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,24.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,10.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.96,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,20.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,21.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,26.33
27.5600,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4540,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4540,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4540,86.00,177.00,76.00,0.01,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4540,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4540,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4540,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4540,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.96,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,27626.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2998.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,2.08,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,24.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,24.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,27.02
28.4550,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,830.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,5.16,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,26658.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,27478.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,27478.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,27478.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,27478.00,0.00,0.00,32.55,2999.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,27478.00,0.00,0.00,32.55,3000.00,0.61,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,27478.00,0.00,0.00,32.55,3000.00,0.00,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
29.3650,86.00,177.00,76.00,0.00,9.05,0.01,933.00,30.79,27478.00,0.00,0.00,32.55,3000.00,0.00,0.00,32.00,16.00,45.99,25.00,179.65,3.95,23.00,23.00,12.00,0.01,-0.01,0.00,26.21
