Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature  C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Gear,Current recalculated internal engine torque Nm
0.0000,86.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,0.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,0.00,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,0.00,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,0.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,0.00
0.0000,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.04,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,1076.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-6.17,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,39467.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2971.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.00,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,18.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,12.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,12.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,12.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,16.60,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,15.91
0.8640,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,992.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,-2.85,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,37129.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.12,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,19.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,15.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,14.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,14.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,20.61,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,19.12
1.8400,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.03,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,990.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,40.52,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,33650.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2972.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,25.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,3.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.95,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,51.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,51.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,60.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,60.00,12.00,63.87,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,60.00,12.00,65.47,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,60.00,12.00,65.47,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,60.00,12.00,65.47,-0.01,1.00,62.38
2.7350,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,60.00,12.00,65.47,-0.01,1.00,64.32
3.6290,86.00,183.00,76.00,0.02,9.05,0.01,1162.00,41.44,32879.00,0.00,0.00,32.55,2973.00,0.00,0.00,51.00,8.00,45.99,25.00,179.64,3.94,60.00,60.00,12.00,65.47,-0.01,1.00,64.32
