Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km
3.1760,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.1760,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.5100,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,829.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
3.8400,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
4.1680,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,83.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,832.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4528.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.1690,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.5310,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
4.8610,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4529.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.1940,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.6260,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.9720,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
5.9730,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4530.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.3020,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.6320,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,830.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4531.00,125960.00
6.9980,86.00,202.00,84.00,0.03,9.31,0.00,831.00,0.00,0.00,31.01,4531.00,125960.00
