Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Gear,Current recalculated internal engine torque Nm,Actual value of oil pressure bar
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,35.00,15.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,35.00,15.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,35.00,15.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,35.00,15.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,35.00,15.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,35.00,15.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,15.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.99,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,46.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,46.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,53.57,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,51.96,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.39
100.4380,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,101.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.01,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.02,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,1500.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,84.92,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,35458.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29394.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.00,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,10.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,-2.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,3.98,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,100.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,100.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,127.15,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,111.36,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.35
101.2460,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.20,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2112.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,108.96,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,70558.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29395.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.16,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9110,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,18.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,9.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,4.00,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,73.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,74.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.60,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,141.34,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.50
101.9120,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.38,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.03,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2224.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.82,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,90257.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29396.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.00,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,20.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,-3.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.96,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,78.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,78.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,142.49,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,143.63,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,143.63,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,143.63,-0.01,0.00,144.09,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,143.63,-0.01,0.00,143.29,1.64
102.5890,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,143.63,-0.01,0.00,143.29,1.35
103.3000,70.00,102.00,48.00,0.50,21.96,0.04,2082.00,111.93,101369.00,0.00,0.00,32.58,29397.00,0.45,0.00,22.00,5.00,35.99,19.00,191.02,3.99,74.00,74.00,12.00,143.63,-0.01,0.00,143.29,1.35
