Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Gear,Current recalculated internal engine torque Nm,Actual value of oil pressure bar
0.0000,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.00,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,0.00,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,0.00,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,0.00
0.0000,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,828.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,8.48,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26867.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29294.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,11.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,31.25,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.30
0.6590,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,46.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,830.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,7.68,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,26978.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3070,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,23.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,23.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,30.22,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.3080,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,829.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,8.71,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,27150.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29295.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.74,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,24.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,12.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,9.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,9.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,9.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,9.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,9.00,35.99,18.00,190.98,3.99,24.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,9.00,35.99,18.00,190.98,3.99,25.00,24.00,12.00,0.01,-0.01,0.00,31.02,1.28
1.9870,64.00,89.00,47.00,0.00,21.90,0.01,826.00,10.65,26867.00,0.00,0.00,32.58,29296.00,0.00,0.00,23.00,9.00,35.99,18.00,190.98,3.99,25.00,25.00,12.00,0.01,-0.01,0.00,31.02,1.28
