Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Total amount of fuel ul,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Permissible torque of the speed controller Nm,Requested engine torque from MSR control Nm,Driver request torque target path Nm
0.0000,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,0.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,0.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,0.00,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.0000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7000,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27007.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.58,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,11.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,39.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
0.7010,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.63,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,39.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
1.4280,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
1.4290,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,836.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27008.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.09,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,35.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,12.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,38.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,38.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.1080,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,834.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27009.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.46,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.00,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.00,0.00,36.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.00,0.00,35.00,13.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.00,0.00,35.00,7.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.00,0.00,35.00,7.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.00,0.00,35.00,7.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
2.7850,32.00,61.00,15.00,0.00,19.56,0.00,835.00,0.01,0.00,31.82,27010.00,122720.00,0.00,0.00,35.00,7.00,50.99,16.00,175.78,3.99,175.78,40.00,40.00,504.93,0.00,0.00
