Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration locked,Regeneration requested,Engine speed rpm,Oil ash mass in DPF g,Operating time since last successful regeneration,Differential pressure across DPF bar,Remaining distance of the DPF km
0.2970,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.2970,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1302.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
0.6480,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,92.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1301.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12230.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.0280,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.0290,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1298.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.3600,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1301.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
1.6750,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1320.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12231.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.0570,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1346.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.4050,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7350,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7350,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7350,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7350,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7350,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7350,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7350,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1360.00,30.23,12232.00,0.01,129040.00
2.7360,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
2.7360,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
2.7360,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
2.7360,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
2.7360,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1376.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12232.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.0680,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.07,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1378.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.4030,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.04,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1348.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
3.7410,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.05,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1352.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12233.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.0440,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.06,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1325.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.3730,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.08,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1296.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
4.6890,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1266.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12234.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.0200,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1240.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.4380,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,93.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.09,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1214.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
5.8520,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1177.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12235.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.2130,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,1070.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.5610,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.8940,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.8940,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.8940,53.00,94.00,35.00,0.10,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.8940,53.00,94.00,35.00,0.08,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
6.8940,53.00,94.00,35.00,0.08,11.89,0.00,0.00,804.00,30.23,12236.00,0.01,129040.00
