Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration locked,Regeneration requested,Engine speed rpm,Oil ash mass in DPF g,Operating time since last successful regeneration,Differential pressure across DPF bar,Remaining distance of the DPF km
0.0000,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,0.00,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,0.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.00,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,0.00
0.0000,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7194.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.4300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
0.8300,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7195.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.2290,33.00,65.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,65.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.6100,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
1.9850,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7196.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.3870,33.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
2.7850,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,829.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.1500,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,26.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,834.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7197.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.5290,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
3.9050,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,25.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7198.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.2740,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
4.6720,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.0520,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7199.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.5310,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
5.9150,34.00,66.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,26.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,831.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7200.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.2950,34.00,66.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,66.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
6.6940,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,830.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.0740,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,25.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,833.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7201.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.4540,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,832.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,830.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,830.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,830.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,830.00,30.23,7202.00,0.01,129040.00
7.8360,34.00,67.00,26.00,0.00,10.36,0.00,0.00,830.00,30.23,7202.00,0.01,129040.00
