Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km
2.3550,89.00,201.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.3550,89.00,201.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.3550,89.00,201.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.3550,89.00,201.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.3550,89.00,201.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,201.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
2.7160,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15267.00,125960.00
3.0480,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15267.00,125960.00
3.0490,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.0490,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,834.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.3780,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.01,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
3.7250,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,833.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.00,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15268.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.0370,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.3680,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
4.6980,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,831.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15269.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.0150,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.3430,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
5.6580,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,202.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15270.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.0090,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.3570,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.3570,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.3570,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.3570,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.3570,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.3580,89.00,203.00,82.00,0.74,13.55,0.00,828.00,0.01,0.00,31.01,15271.00,125960.00
6.3580,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.3580,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.3580,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.3580,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.3580,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.3580,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,830.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15271.00,125960.00
6.6890,89.00,203.00,82.00,0.74,13.55,0.00,832.00,0.01,0.00,31.01,15271.00,125960.00
