Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km
0.2770,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.2770,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.2770,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.2770,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.2770,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.5470,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31397.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
0.8430,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
1.4350,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.4360,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31398.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
1.7530,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.0820,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,831.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.4150,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,111.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,830.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31399.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
2.7620,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.1100,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.1110,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.1110,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,829.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.4450,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,832.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31400.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
3.7900,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.48,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.1170,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.4330,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.7670,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.7670,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.7670,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.7670,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.7670,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.7670,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31401.00,125960.00
4.7680,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31401.00,125960.00
4.7680,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31401.00,125960.00
4.7680,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31401.00,125960.00
4.7680,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31401.00,125960.00
4.7680,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
4.7680,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,827.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.0950,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,832.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.4760,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.4770,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31402.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
5.8060,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,829.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.1390,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.4520,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,828.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
6.8530,70.00,112.00,60.00,0.00,23.50,6.00,830.00,0.01,0.00,31.01,31403.00,125960.00
