Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Engine oil temperature in the oil sump ° C,Gear,Current recalculated internal engine torque Nm,Actual value of oil pressure bar,Exhaust gas temperature upstream of the catalyst ° C,Base boost pressure setpoint bar,Transmission oil temperature ° C,Exhaust gas temperature upstream of the catalyst - corrected value ° C,Temperature in front of the SCR catalytic converter ° C
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7905.00,0.00,0.00,41.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.00,0.00,41.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,41.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,41.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,11.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.41,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
88.9750,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,14.08,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23747.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7906.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.77,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,42.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,11.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,3.99,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,34.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,34.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,1.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,40.52,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
89.9690,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,830.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,15.57,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23548.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7907.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.00,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,6.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,4.00,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,35.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,35.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,41.66,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,43.27,1.31,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,43.27,1.32,85.00,1.01,-40.00,85.00,55.00
90.9800,42.00,67.00,24.00,0.00,10.57,0.01,828.00,16.83,23487.00,0.00,0.00,33.31,7908.00,0.46,0.00,40.00,9.00,27.99,18.00,198.55,3.98,36.00,36.00,12.00,0.01,-0.01,24.00,0.00,43.27,1.32,85.00,1.01,-40.00,85.00,55.00
