Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Differential pressure across DPF bar,Engine speed rpm,Current engine torque Nm,Current speed of the turbocharger rpm,Regeneration requested,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature ° C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Wheel torque ratio %,Setpoint internal torque Nm,Requested wheel torque after filtering Nm,Engine oil temperature in the oil sump ° C,Gear,Current recalculated internal engine torque Nm,Actual value of oil pressure bar,Exhaust gas temperature upstream of the catalyst ° C,Base boost pressure setpoint bar,Transmission oil temperature ° C,Exhaust gas temperature upstream of the catalyst - corrected value ° C,Temperature in front of the SCR catalytic converter ° C
0.0000,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,0.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,0.00,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,0.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,0.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,0.00
0.0000,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1244.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.60,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30007.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7817.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,0.00,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,49.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,11.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,46.13,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.90,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
1.1100,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1246.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.37,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,30400.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7818.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,1.08,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,0.00,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,0.00,0.00,51.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,0.00,0.00,49.00,16.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,0.00,0.00,49.00,7.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,0.00,0.00,49.00,7.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,0.00,0.00,49.00,7.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
2.1180,37.00,65.00,23.00,0.01,10.57,0.01,1249.00,16.60,29988.00,0.00,0.00,33.31,7819.00,0.00,0.00,49.00,7.00,28.99,18.00,198.53,3.99,42.00,42.00,12.00,45.90,-0.01,23.00,0.00,45.78,1.33,76.00,1.02,-40.00,76.00,43.00
