Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration locked,Regeneration requested,Engine speed rpm,Oil ash mass in DPF g,Operating time since last successful regeneration,Differential pressure across DPF bar,Remaining distance of the DPF km
0.2980,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9835.00,0.01,129040.00
0.2980,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.2980,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.2980,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,828.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.6150,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,832.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
0.9120,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9836.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.2630,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
1.6710,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,193.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,830.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9837.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.0040,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,846.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.3360,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,904.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.6670,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.00,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,850.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
2.9790,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,914.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9838.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.3000,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1122.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.6250,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1222.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
3.9440,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.01,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,1058.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9839.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.2760,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,840.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
4.6060,85.00,192.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,192.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9840.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.0500,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,833.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.3820,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.02,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
5.7140,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,832.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9841.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.0470,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.3740,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,827.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
6.6910,85.00,191.00,85.00,0.01,10.93,0.00,0.00,830.00,30.23,9842.00,0.01,129040.00
