Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature  C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Total amount of fuel ul,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Permissible torque of the speed controller Nm,Requested engine torque from MSR control Nm,Driver request torque target path Nm
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27552.00,122720.00,0.98,0.00,34.00,11.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27552.00,122720.00,0.98,0.00,34.00,11.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,0.98,0.00,34.00,11.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,0.98,0.00,34.00,11.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,34.00,11.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,34.00,11.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,11.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.96,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,23.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,23.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,0.60
62.4180,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.11,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1608.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27553.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,5.03,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,43.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,13.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,56.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,57.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,201.60
63.1150,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.09,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1602.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,2.06,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,42.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,8.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,71.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,71.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,282.70
63.8080,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,125.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.11,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1626.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27554.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,0.00,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,24.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,7.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.95,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,89.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,89.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,504.70
64.4870,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.15,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.84,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1681.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27555.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,1.14,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,30.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,12.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.00,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.93,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.95,176.00,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.95,176.01,80.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.95,176.01,68.00,80.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.95,176.01,68.00,68.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.95,176.01,68.00,68.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.95,176.01,68.00,68.00,504.93,0.00,479.70
65.2650,59.00,124.00,41.00,0.16,19.85,0.00,1732.00,0.02,0.00,31.82,27556.00,122720.00,0.42,0.00,35.00,14.00,50.99,20.00,176.01,3.95,176.01,68.00,68.00,504.93,0.00,258.90
