Time,Coolant temperature  C,Exhaust gas temperature in front of the DPF  C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration requested,Engine speed rpm,Differential pressure across DPF bar,Regeneration locked,Oil ash mass in DPF g,Operating time since last successful regeneration,Remaining distance of the DPF km,Control deviation of the EGR rate,Duty cycle - EGR cooler bypass %,EGR valve - target position %,EGR valve - output duty cycle %,Tank level - fuel l,Fuel temperature  C,Amount of fuel consumed ul,Fuel feed pressure - filtered bar,Total amount of fuel ul,Calculated load value (OBD PID 04) %,Ratio of current torque to maximum torque %,Permissible torque of the speed controller Nm,Requested engine torque from MSR control Nm,Driver request torque target path Nm
0.0000,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,0.00,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,0.00,0.00,0.00,0.00,0.00
0.0000,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,0.00,0.00,0.00,0.00
0.0010,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,0.00,0.00,0.00
0.0010,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.0010,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.0010,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,41.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,830.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,0.18,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.99,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,37.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,37.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
0.6600,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27491.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,1.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,10.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,35.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,35.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
1.3270,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,832.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27492.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0020,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.05,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,37.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,9.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.96,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,34.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,34.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.0030,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,134.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,40.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,828.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,36.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,34.00,6.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,34.00,4.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,34.00,4.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,34.00,4.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
2.6820,54.00,135.00,41.00,0.00,19.81,0.00,827.00,0.01,0.00,31.82,27493.00,122720.00,0.00,0.00,34.00,4.00,50.99,20.00,175.98,3.95,175.98,38.00,38.00,504.93,0.00,0.00
