Time,Coolant temperature ° C,Exhaust gas temperature in front of the DPF ° C,Engine oil temperature C,Boost pressure bar,Soot mass in DPF g,Regeneration locked,Regeneration requested,Engine speed rpm,Oil ash mass in DPF g,Operating time since last successful regeneration,Differential pressure across DPF bar,Remaining distance of the DPF km
2.0580,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18205.00,0.01,129040.00
2.0580,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18205.00,0.01,129040.00
2.0580,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.0580,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.0580,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.0580,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.0580,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18205.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.4050,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
2.7350,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,829.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.0650,74.00,139.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,139.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18206.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.3800,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,831.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
3.7110,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.0390,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18207.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.3740,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
4.6880,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.0690,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3980,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3980,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18208.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.3990,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,832.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
5.7490,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.1920,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18209.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.5400,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,830.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18210.00,0.01,129040.00
6.8700,74.00,140.00,56.00,0.73,14.33,0.00,0.00,828.00,30.23,18210.00,0.01,129040.00
